carrier_id,cict_item_id,work_family,pdf_url,source_host,http_status,content_type,reported_content_length,final_url,head_error,acquired,relative_path,local_bytes,sha256,pdf_signature_ok,download_error
CICT-C-0088,CICT-12,Porunarāṟṟuppaṭai,https://library.cict.in/41rarebooks/PORUNAR-CICT (2).pdf,library.cict.in,200,application/pdf,3916058,https://library.cict.in/41rarebooks/PORUNAR-CICT%20(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0089,CICT-13,Ciṟupāṇāṟṟuppaṭai,https://library.cict.in/41rarebooks/SIRU-CICT.pdf,library.cict.in,200,application/pdf,13881082,https://library.cict.in/41rarebooks/SIRU-CICT.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0090,CICT-13,Ciṟupāṇāṟṟuppaṭai,https://library.cict.in/41rarebooks/2025/41-13/sirupanatrupadai_1909.pdf,library.cict.in,200,application/pdf,7493376,https://library.cict.in/41rarebooks/2025/41-13/sirupanatrupadai_1909.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0091,CICT-14,Perumpāṇāṟṟuppaṭai,https://library.cict.in/41rarebooks/PERUMPADAI (1).pdf,library.cict.in,200,application/pdf,4342630,https://library.cict.in/41rarebooks/PERUMPADAI%20(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0092,CICT-14,Perumpāṇāṟṟuppaṭai,https://library.cict.in/41rarebooks/PERUMPADAI (2).pdf,library.cict.in,200,application/pdf,10309876,https://library.cict.in/41rarebooks/PERUMPADAI%20(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0093,CICT-15,Mullaippāṭṭu,https://library.cict.in/41rarebooks/MULLAI-CICT (1).pdf,library.cict.in,200,application/pdf,2560360,https://library.cict.in/41rarebooks/MULLAI-CICT%20(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0094,CICT-15,Mullaippāṭṭu,https://library.cict.in/41rarebooks/MULLAI-CICT (2).pdf,library.cict.in,200,application/pdf,2982573,https://library.cict.in/41rarebooks/MULLAI-CICT%20(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0095,CICT-16,Maturaikkāñci,https://library.cict.in/41rarebooks/MADURAI-CICT.pdf,library.cict.in,200,application/pdf,12276343,https://library.cict.in/41rarebooks/MADURAI-CICT.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0096,CICT-17,Neṭunalvāṭai,https://library.cict.in/41rarebooks/NEDUNAL-CICT.pdf,library.cict.in,200,application/pdf,2901848,https://library.cict.in/41rarebooks/NEDUNAL-CICT.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0097,CICT-17,Neṭunalvāṭai,https://library.cict.in/41rarebooks/2025/41-17/may25/Nedunalvadai.pdf,library.cict.in,200,application/pdf,70984604,https://library.cict.in/41rarebooks/2025/41-17/may25/Nedunalvadai.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0098,CICT-18,Kuṟiñcippāṭṭu,https://library.cict.in/41rarebooks/KURUNJI-CICT.pdf,library.cict.in,200,application/pdf,3656173,https://library.cict.in/41rarebooks/KURUNJI-CICT.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0099,CICT-19,Paṭṭiṉappālai,https://library.cict.in/41rarebooks/PATTINA-CICT (1).pdf,library.cict.in,200,application/pdf,4285374,https://library.cict.in/41rarebooks/PATTINA-CICT%20(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0100,CICT-19,Paṭṭiṉappālai,https://library.cict.in/41rarebooks/PATTINA-CICT (2).pdf,library.cict.in,200,application/pdf,65003964,https://library.cict.in/41rarebooks/PATTINA-CICT%20(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0101,CICT-19,Paṭṭiṉappālai,https://library.cict.in/41rarebooks/PATTINA-CICT (3).pdf,library.cict.in,200,application/pdf,56420779,https://library.cict.in/41rarebooks/PATTINA-CICT%20(3).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0102,CICT-19,Paṭṭiṉappālai,https://library.cict.in/41rarebooks/2025/41-19/19-1.pdf,library.cict.in,200,application/pdf,20703532,https://library.cict.in/41rarebooks/2025/41-19/19-1.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0103,CICT-20,Malaipaṭukaṭām,https://library.cict.in/41rarebooks/MALAI-CICT.pdf,library.cict.in,200,application/pdf,10865508,https://library.cict.in/41rarebooks/MALAI-CICT.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0104,CICT-20,Malaipaṭukaṭām,https://library.cict.in/41rarebooks/2025/41-20/may25/malaipadu.pdf,library.cict.in,200,application/pdf,56480704,https://library.cict.in/41rarebooks/2025/41-20/may25/malaipadu.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0105,CICT-21,Nālaṭiyār,https://library.cict.in/41rarebooks/NALADI-CICT(1).pdf,library.cict.in,404,text/html,1245,https://library.cict.in/41rarebooks/NALADI-CICT(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0106,CICT-21,Nālaṭiyār,https://library.cict.in/41rarebooks/NALADI-CICT(2).pdf,library.cict.in,404,text/html,1245,https://library.cict.in/41rarebooks/NALADI-CICT(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0107,CICT-21,Nālaṭiyār,https://library.cict.in/41rarebooks/NALADI-CICT(3).pdf,library.cict.in,404,text/html,1245,https://library.cict.in/41rarebooks/NALADI-CICT(3).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0108,CICT-21,Nālaṭiyār,https://library.cict.in/41rarebooks/2025/41-21/Naladiyar Moolam_1928.pdf,library.cict.in,200,application/pdf,62781270,https://library.cict.in/41rarebooks/2025/41-21/Naladiyar%20Moolam_1928.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0109,CICT-21,Nālaṭiyār,https://library.cict.in/41rarebooks/2025/41-21/The Naladiyar.pdf,library.cict.in,200,application/pdf,23065217,https://library.cict.in/41rarebooks/2025/41-21/The%20Naladiyar.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0110,CICT-22,Nāṉmaṇikkaṭikai,https://library.cict.in/41rarebooks/NAANMKADIGAI-CICT-001 (1).pdf,library.cict.in,404,text/html,1245,https://library.cict.in/41rarebooks/NAANMKADIGAI-CICT-001%20(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0111,CICT-22,Nāṉmaṇikkaṭikai,https://library.cict.in/41rarebooks/NAANMKADIGAI-CICT-001 (2).pdf,library.cict.in,404,text/html,1245,https://library.cict.in/41rarebooks/NAANMKADIGAI-CICT-001%20(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0112,CICT-22,Nāṉmaṇikkaṭikai,https://library.cict.in/41rarebooks/NAANMKADIGAI-CICT-001 (3).pdf,library.cict.in,404,text/html,1245,https://library.cict.in/41rarebooks/NAANMKADIGAI-CICT-001%20(3).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0113,CICT-22,Nāṉmaṇikkaṭikai,https://library.cict.in/41rarebooks/2025/41-22/22- Nanmanikadikai.pdf,library.cict.in,200,application/pdf,6394619,https://library.cict.in/41rarebooks/2025/41-22/22-%20Nanmanikadikai.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0114,CICT-23,Iṉṉā nāṟpatu,https://library.cict.in/41rarebooks/INNA40-CICT-001 (1).pdf,library.cict.in,200,application/pdf,13739373,https://library.cict.in/41rarebooks/INNA40-CICT-001%20(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0115,CICT-23,Iṉṉā nāṟpatu,https://library.cict.in/41rarebooks/INNA40-CICT-001 (2).pdf,library.cict.in,200,application/pdf,6830856,https://library.cict.in/41rarebooks/INNA40-CICT-001%20(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0116,CICT-23,Iṉṉā nāṟpatu,https://library.cict.in/41rarebooks/INNA40-CICT-001 (3).pdf,library.cict.in,200,application/pdf,96783136,https://library.cict.in/41rarebooks/INNA40-CICT-001%20(3).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0117,CICT-23,Iṉṉā nāṟpatu,https://library.cict.in/41rarebooks/2025/41-23/41-23-1.pdf,library.cict.in,200,application/pdf,4229284,https://library.cict.in/41rarebooks/2025/41-23/41-23-1.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0118,CICT-24,Iṉiyavai nāṟpatu,https://library.cict.in/41rarebooks/INIYAVAI 40-CICT-001 (1).pdf,library.cict.in,200,application/pdf,5863158,https://library.cict.in/41rarebooks/INIYAVAI%2040-CICT-001%20(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0119,CICT-24,Iṉiyavai nāṟpatu,https://library.cict.in/41rarebooks/INIYAVAI 40-CICT-001 (2).pdf,library.cict.in,200,application/pdf,48580143,https://library.cict.in/41rarebooks/INIYAVAI%2040-CICT-001%20(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0120,CICT-24,Iṉiyavai nāṟpatu,https://library.cict.in/41rarebooks/INIYAVAI 40-CICT-001 (3).pdf,library.cict.in,200,application/pdf,1388527,https://library.cict.in/41rarebooks/INIYAVAI%2040-CICT-001%20(3).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0121,CICT-24,Iṉiyavai nāṟpatu,https://library.cict.in/41rarebooks/INIYAVAI 40-CICT-001 (4).pdf,library.cict.in,200,application/pdf,25042473,https://library.cict.in/41rarebooks/INIYAVAI%2040-CICT-001%20(4).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0122,CICT-24,Iṉiyavai nāṟpatu,https://library.cict.in/41rarebooks/2025/41-24/41-24-1.pdf,library.cict.in,200,application/pdf,11435136,https://library.cict.in/41rarebooks/2025/41-24/41-24-1.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0123,CICT-25,Kār nāṟpatu,https://library.cict.in/41rarebooks/KAR40-CICT (1).pdf,library.cict.in,200,application/pdf,603616,https://library.cict.in/41rarebooks/KAR40-CICT%20(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0124,CICT-25,Kār nāṟpatu,https://library.cict.in/41rarebooks/KAR40-CICT (2).pdf,library.cict.in,200,application/pdf,10358991,https://library.cict.in/41rarebooks/KAR40-CICT%20(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0125,CICT-25,Kār nāṟpatu,https://library.cict.in/41rarebooks/KAR40-CICT (3).pdf,library.cict.in,200,application/pdf,6500228,https://library.cict.in/41rarebooks/KAR40-CICT%20(3).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0126,CICT-25,Kār nāṟpatu,https://library.cict.in/41rarebooks/KAR40-CICT (4).pdf,library.cict.in,200,application/pdf,2977344,https://library.cict.in/41rarebooks/KAR40-CICT%20(4).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0127,CICT-25,Kār nāṟpatu,https://library.cict.in/41rarebooks/KAR40-CICT (5).pdf,library.cict.in,200,application/pdf,27273949,https://library.cict.in/41rarebooks/KAR40-CICT%20(5).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0128,CICT-25,Kār nāṟpatu,https://library.cict.in/41rarebooks/2025/41-25/41-25-1.pdf,library.cict.in,200,application/pdf,23802264,https://library.cict.in/41rarebooks/2025/41-25/41-25-1.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0129,CICT-26,Kaḷavaḻi nāṟpatu,https://library.cict.in/41rarebooks/KALAVAZHI40 (1).pdf,library.cict.in,200,application/pdf,39748394,https://library.cict.in/41rarebooks/KALAVAZHI40%20(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0130,CICT-26,Kaḷavaḻi nāṟpatu,https://library.cict.in/41rarebooks/KALAVAZHI40 (2).pdf,library.cict.in,200,application/pdf,6758899,https://library.cict.in/41rarebooks/KALAVAZHI40%20(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0131,CICT-26,Kaḷavaḻi nāṟpatu,https://library.cict.in/41rarebooks/KALAVAZHI40 (3).pdf,library.cict.in,200,application/pdf,17709456,https://library.cict.in/41rarebooks/KALAVAZHI40%20(3).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0132,CICT-26,Kaḷavaḻi nāṟpatu,https://library.cict.in/41rarebooks/KALAVAZHI40 (4).pdf,library.cict.in,200,application/pdf,31003740,https://library.cict.in/41rarebooks/KALAVAZHI40%20(4).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0133,CICT-27,Aintiṇai aimpatu,https://library.cict.in/41rarebooks/AIN50-CICT (1).pdf,library.cict.in,200,application/pdf,1778695,https://library.cict.in/41rarebooks/AIN50-CICT%20(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0134,CICT-27,Aintiṇai aimpatu,https://library.cict.in/41rarebooks/AIN50-CICT (2).pdf,library.cict.in,200,application/pdf,15749795,https://library.cict.in/41rarebooks/AIN50-CICT%20(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0135,CICT-28,Aintiṇaiyeḻupatu,https://library.cict.in/41rarebooks/AINTINAI70-CICT (1).pdf,library.cict.in,200,application/pdf,1457680,https://library.cict.in/41rarebooks/AINTINAI70-CICT%20(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0136,CICT-28,Aintiṇaiyeḻupatu,https://library.cict.in/41rarebooks/AINTINAI70-CICT (2).pdf,library.cict.in,200,application/pdf,2409591,https://library.cict.in/41rarebooks/AINTINAI70-CICT%20(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0137,CICT-29,Tiṇaimoḻi Aimpatu,https://library.cict.in/41rarebooks/TINAIMOZHI50-CICT (1).pdf,library.cict.in,200,application/pdf,5363372,https://library.cict.in/41rarebooks/TINAIMOZHI50-CICT%20(1).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0138,CICT-29,Tiṇaimoḻi Aimpatu,https://library.cict.in/41rarebooks/TINAIMOZHI50-CICT (2).pdf,library.cict.in,200,application/pdf,5536170,https://library.cict.in/41rarebooks/TINAIMOZHI50-CICT%20(2).pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0139,CICT-30,Tiṇaimālai Nūṟṟaimpatu,https://library.cict.in/41rarebooks/TINAIMALAI150-CICT.pdf,library.cict.in,200,application/pdf,3723965,https://library.cict.in/41rarebooks/TINAIMALAI150-CICT.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
CICT-C-0140,CICT-31,Tirukkuṟaḷ,https://ia800901.us.archive.org/25/items/thirukkural_sanga_ilakkiyam/1812-%20%E0%AE%8E%E0%AE%B2%E0%AF%8D%E0%AE%B2%E0%AF%80%E0%AE%B8%E0%AF%8D%20TIRUKKURAL%20ON%20VIRTUS.pdf,ia800901.us.archive.org,200,application/pdf,41826703,https://ia800706.us.archive.org/19/items/thirukkural_sanga_ilakkiyam/1812-%20%E0%AE%8E%E0%AE%B2%E0%AF%8D%E0%AE%B2%E0%AF%80%E0%AE%B8%E0%AF%8D%20TIRUKKURAL%20ON%20VIRTUS.pdf,,False,,0,,False,DOWNLOAD_NOT_REQUESTED_RIGHTS_RESERVED
